Gene_ID,Status_and_Symbol,Has_GO_Term?,GO_Term_Count,GO_IDs
WBGene00000052,Dead | N/A,No,0,
WBGene00043363,Dead | N/A,No,0,
WBGene00043364,Dead | N/A,No,0,
WBGene00043365,Dead | N/A,No,0,
WBGene00043366,Dead | N/A,No,0,
WBGene00043367,Dead | N/A,No,0,
WBGene00043368,Dead | N/A,No,0,
WBGene00043369,Dead | N/A,No,0,
WBGene00043370,Dead | N/A,No,0,
WBGene00043371,Dead | N/A,No,0,
WBGene00043372,Dead | N/A,No,0,
WBGene00043373,Dead | N/A,No,0,
WBGene00043374,Dead | N/A,No,0,
WBGene00043375,Dead | N/A,No,0,
WBGene00043376,Dead | N/A,No,0,
WBGene00043377,Dead | N/A,No,0,
WBGene00043378,Dead | N/A,No,0,
WBGene00043379,Dead | N/A,No,0,
WBGene00043380,Dead | N/A,No,0,
WBGene00043381,Dead | N/A,No,0,
WBGene00043382,Dead | N/A,No,0,
WBGene00043383,Dead | N/A,No,0,
WBGene00043384,Dead | N/A,No,0,
WBGene00043385,Dead | N/A,No,0,
WBGene00043386,Dead | N/A,No,0,
WBGene00043387,Dead | N/A,No,0,
WBGene00043388,Dead | N/A,No,0,
WBGene00043389,Dead | N/A,No,0,
WBGene00043390,Dead | N/A,No,0,
WBGene00043391,Dead | N/A,No,0,
WBGene00043392,Dead | N/A,No,0,
WBGene00043393,Dead | N/A,No,0,
WBGene00043394,Dead | N/A,No,0,
WBGene00043395,Dead | N/A,No,0,
WBGene00043396,Dead | N/A,No,0,
WBGene00043397,Dead | N/A,No,0,
WBGene00043398,Dead | N/A,No,0,
WBGene00043399,Dead | N/A,No,0,
WBGene00043400,Dead | N/A,No,0,
WBGene00043401,Dead | N/A,No,0,
WBGene00043402,Dead | N/A,No,0,
WBGene00043403,Dead | N/A,No,0,
WBGene00043404,Dead | N/A,No,0,
WBGene00043405,Dead | N/A,No,0,
WBGene00043406,Dead | N/A,No,0,
WBGene00043407,Dead | N/A,No,0,
WBGene00043408,Suppressed | K03H6.3,No,0,
WBGene00043409,Dead | N/A,No,0,
WBGene00043410,Dead | N/A,No,0,
WBGene00043411,Dead | N/A,No,0,
WBGene00043412,Dead | N/A,No,0,
WBGene00043413,Dead | N/A,No,0,
WBGene00043414,Dead | N/A,No,0,
WBGene00043415,Dead | N/A,No,0,
WBGene00043416,Dead | N/A,No,0,
WBGene00043417,Dead | N/A,No,0,
WBGene00043418,Dead | N/A,No,0,
WBGene00043419,Suppressed | K08A2.6,No,0,
WBGene00043420,Dead | N/A,No,0,
WBGene00043421,Dead | N/A,No,0,
WBGene00043422,Dead | ,No,0,
WBGene00043423,Dead | N/A,No,0,
WBGene00043424,Dead | N/A,No,0,
WBGene00043425,Dead | N/A,No,0,
WBGene00043426,Dead | N/A,No,0,
WBGene00043427,Dead | N/A,No,0,
WBGene00043428,Dead | ,No,0,
WBGene00043429,Dead | N/A,No,0,
WBGene00043430,Dead | N/A,No,0,
WBGene00043431,Dead | N/A,No,0,
WBGene00043432,Dead | N/A,No,0,
WBGene00043433,Dead | N/A,No,0,
WBGene00043434,Dead | N/A,No,0,
WBGene00043435,Dead | N/A,No,0,
WBGene00043436,Dead | N/A,No,0,
WBGene00043437,Dead | N/A,No,0,
WBGene00043438,Dead | N/A,No,0,
WBGene00043439,Dead | N/A,No,0,
WBGene00043440,Dead | N/A,No,0,
WBGene00043441,Dead | N/A,No,0,
WBGene00043442,Dead | N/A,No,0,
WBGene00043443,Dead | N/A,No,0,
WBGene00043444,Dead | N/A,No,0,
WBGene00043445,Dead | N/A,No,0,
WBGene00043446,Dead | N/A,No,0,
WBGene00043447,Dead | N/A,No,0,
WBGene00043448,Dead | N/A,No,0,
WBGene00043449,Dead | N/A,No,0,
WBGene00043450,Dead | N/A,No,0,
WBGene00043451,Dead | N/A,No,0,
WBGene00043452,Dead | N/A,No,0,
WBGene00043453,Dead | N/A,No,0,
WBGene00043454,Dead | N/A,No,0,
WBGene00043455,Dead | N/A,No,0,
WBGene00043456,Dead | N/A,No,0,
WBGene00043457,Dead | N/A,No,0,
WBGene00043458,Dead | N/A,No,0,
WBGene00043459,Dead | N/A,No,0,
WBGene00043460,Dead | N/A,No,0,
WBGene00043461,Dead | N/A,No,0,
WBGene00043462,Dead | N/A,No,0,
WBGene00043463,Dead | N/A,No,0,
WBGene00043464,Dead | N/A,No,0,
WBGene00043465,Dead | N/A,No,0,
WBGene00043467,Dead | N/A,No,0,
WBGene00043468,Dead | N/A,No,0,
WBGene00043470,Dead | N/A,No,0,
WBGene00043471,Dead | N/A,No,0,
WBGene00043472,Dead | N/A,No,0,
WBGene00043473,Dead | N/A,No,0,
WBGene00043474,Dead | N/A,No,0,
WBGene00043475,Dead | N/A,No,0,
WBGene00043476,Dead | N/A,No,0,
WBGene00043477,Dead | N/A,No,0,
WBGene00043478,Dead | N/A,No,0,
WBGene00043479,Dead | N/A,No,0,
WBGene00043480,Dead | N/A,No,0,
WBGene00043481,Dead | N/A,No,0,
WBGene00043482,Dead | N/A,No,0,
WBGene00043483,Dead | N/A,No,0,
WBGene00043484,Dead | N/A,No,0,
WBGene00043485,Dead | N/A,No,0,
WBGene00043486,Dead | N/A,No,0,
WBGene00043487,Dead | N/A,No,0,
WBGene00043488,Dead | N/A,No,0,
WBGene00043489,Dead | N/A,No,0,
WBGene00043490,Dead | N/A,No,0,
WBGene00043491,Dead | N/A,No,0,
WBGene00043492,Dead | N/A,No,0,
WBGene00043493,Dead | N/A,No,0,
WBGene00043494,Dead | N/A,No,0,
WBGene00043495,Dead | N/A,No,0,
WBGene00043496,Dead | N/A,No,0,
WBGene00043497,Dead | N/A,No,0,
WBGene00043498,Dead | N/A,No,0,
WBGene00043499,Dead | N/A,No,0,
WBGene00043500,Dead | N/A,No,0,
WBGene00043501,Dead | N/A,No,0,
WBGene00043502,Dead | N/A,No,0,
WBGene00043503,Dead | N/A,No,0,
WBGene00043504,Dead | N/A,No,0,
WBGene00043505,Dead | N/A,No,0,
WBGene00043506,Dead | N/A,No,0,
WBGene00043507,Dead | N/A,No,0,
WBGene00043508,Dead | N/A,No,0,
WBGene00043509,Dead | N/A,No,0,
WBGene00043510,Dead | N/A,No,0,
WBGene00043511,Dead | N/A,No,0,
WBGene00043512,Dead | N/A,No,0,
WBGene00043513,Dead | N/A,No,0,
WBGene00043514,Dead | N/A,No,0,
WBGene00043515,Dead | N/A,No,0,
WBGene00043516,Dead | N/A,No,0,
WBGene00043517,Dead | N/A,No,0,
WBGene00043518,Dead | N/A,No,0,
WBGene00043519,Dead | N/A,No,0,
WBGene00043520,Dead | N/A,No,0,
WBGene00043521,Dead | N/A,No,0,
WBGene00043522,Dead | N/A,No,0,
WBGene00043523,Dead | N/A,No,0,
WBGene00043524,Dead | N/A,No,0,
WBGene00043525,Dead | N/A,No,0,
WBGene00043526,Dead | N/A,No,0,
WBGene00043527,Dead | N/A,No,0,
WBGene00043528,Dead | N/A,No,0,
WBGene00043529,Dead | N/A,No,0,
WBGene00043530,Dead | N/A,No,0,
WBGene00043531,Dead | N/A,No,0,
WBGene00043532,Dead | N/A,No,0,
WBGene00043533,Dead | N/A,No,0,
WBGene00043535,Dead | N/A,No,0,
WBGene00043536,Dead | N/A,No,0,
WBGene00043537,Suppressed | W03G1.3,No,0,
WBGene00043538,Suppressed | W03G1.4,No,0,
WBGene00043539,Dead | N/A,No,0,
WBGene00043540,Dead | N/A,No,0,
WBGene00043541,Dead | N/A,No,0,
WBGene00043542,Dead | N/A,No,0,
WBGene00043543,Dead | N/A,No,0,
WBGene00043544,Dead | N/A,No,0,
WBGene00043545,Dead | N/A,No,0,
WBGene00043546,Dead | N/A,No,0,
WBGene00043547,Dead | N/A,No,0,
WBGene00043548,Dead | N/A,No,0,
WBGene00043549,Dead | N/A,No,0,
WBGene00043550,Dead | N/A,No,0,
WBGene00043551,Dead | N/A,No,0,
WBGene00043552,Dead | N/A,No,0,
WBGene00043553,Dead | N/A,No,0,
WBGene00043554,Dead | N/A,No,0,
WBGene00043555,Dead | N/A,No,0,
WBGene00043556,Dead | N/A,No,0,
WBGene00043557,Dead | N/A,No,0,
WBGene00043558,Dead | N/A,No,0,
WBGene00043559,Dead | N/A,No,0,
WBGene00043560,Dead | N/A,No,0,
WBGene00043561,Dead | N/A,No,0,
WBGene00043562,Dead | N/A,No,0,
WBGene00043563,Dead | N/A,No,0,
WBGene00043564,Dead | N/A,No,0,
WBGene00043565,Dead | N/A,No,0,
WBGene00043566,Dead | N/A,No,0,
WBGene00043567,Dead | N/A,No,0,
WBGene00043568,Dead | N/A,No,0,
WBGene00043569,Dead | N/A,No,0,
WBGene00043570,Dead | N/A,No,0,
WBGene00043571,Dead | N/A,No,0,
WBGene00043572,Dead | N/A,No,0,
WBGene00043573,Dead | N/A,No,0,
WBGene00043574,Dead | N/A,No,0,
WBGene00043575,Dead | N/A,No,0,
WBGene00043576,Dead | N/A,No,0,
WBGene00043577,Dead | N/A,No,0,
WBGene00043578,Dead | N/A,No,0,
WBGene00043579,Dead | N/A,No,0,
WBGene00043580,Dead | N/A,No,0,
WBGene00043581,Dead | N/A,No,0,
WBGene00043582,Dead | N/A,No,0,
WBGene00043583,Dead | N/A,No,0,
WBGene00043584,Dead | N/A,No,0,
WBGene00043585,Dead | N/A,No,0,
WBGene00043586,Dead | N/A,No,0,
WBGene00043587,Dead | N/A,No,0,
WBGene00043588,Dead | N/A,No,0,
WBGene00043589,Dead | N/A,No,0,
WBGene00043590,Dead | N/A,No,0,
WBGene00043591,Dead | N/A,No,0,
WBGene00043592,Dead | N/A,No,0,
WBGene00043593,Dead | N/A,No,0,
WBGene00043594,Dead | N/A,No,0,
WBGene00043595,Dead | N/A,No,0,
WBGene00043596,Dead | N/A,No,0,
WBGene00043597,Dead | N/A,No,0,
WBGene00043598,Dead | N/A,No,0,
WBGene00043599,Dead | N/A,No,0,
WBGene00043600,Dead | N/A,No,0,
WBGene00043601,Dead | N/A,No,0,
WBGene00043602,Dead | N/A,No,0,
WBGene00043603,Dead | N/A,No,0,
WBGene00043604,Dead | N/A,No,0,
WBGene00043605,Dead | N/A,No,0,
WBGene00043606,Dead | N/A,No,0,
WBGene00043607,Dead | N/A,No,0,
WBGene00043608,Dead | N/A,No,0,
WBGene00043609,Dead | N/A,No,0,
WBGene00043610,Dead | N/A,No,0,
WBGene00043611,Dead | N/A,No,0,
WBGene00043612,Dead | N/A,No,0,
WBGene00043613,Dead | N/A,No,0,
WBGene00043614,Dead | N/A,No,0,
WBGene00043615,Dead | N/A,No,0,
WBGene00043616,Dead | N/A,No,0,
WBGene00043617,Dead | N/A,No,0,
WBGene00043618,Dead | N/A,No,0,
WBGene00043619,Dead | N/A,No,0,
WBGene00043620,Dead | N/A,No,0,
WBGene00043621,Dead | N/A,No,0,
WBGene00043622,Dead | N/A,No,0,
WBGene00043623,Dead | N/A,No,0,
WBGene00043624,Dead | N/A,No,0,
WBGene00043625,Dead | N/A,No,0,
WBGene00043626,Dead | N/A,No,0,
WBGene00043627,Dead | N/A,No,0,
WBGene00043628,Dead | N/A,No,0,
WBGene00043629,Dead | N/A,No,0,
WBGene00043630,Dead | N/A,No,0,
WBGene00043631,Dead | N/A,No,0,
WBGene00043632,Dead | N/A,No,0,
WBGene00043633,Dead | N/A,No,0,
WBGene00043634,Dead | N/A,No,0,
WBGene00043635,Dead | N/A,No,0,
WBGene00043636,Dead | N/A,No,0,
WBGene00043637,Dead | N/A,No,0,
WBGene00043638,Dead | N/A,No,0,
WBGene00043639,Dead | N/A,No,0,
WBGene00043640,Dead | N/A,No,0,
WBGene00043641,Dead | N/A,No,0,
WBGene00043642,Dead | N/A,No,0,
WBGene00043643,Dead | N/A,No,0,
WBGene00043644,Dead | N/A,No,0,
WBGene00043645,Dead | N/A,No,0,
WBGene00043646,Dead | N/A,No,0,
WBGene00043647,Dead | N/A,No,0,
WBGene00043648,Dead | N/A,No,0,
WBGene00043649,Dead | N/A,No,0,
WBGene00043650,Dead | N/A,No,0,
WBGene00043651,Dead | N/A,No,0,
WBGene00043652,Dead | N/A,No,0,
WBGene00043653,Dead | N/A,No,0,
WBGene00043654,Dead | N/A,No,0,
WBGene00043655,Dead | N/A,No,0,
WBGene00043656,Dead | N/A,No,0,
WBGene00043657,Dead | N/A,No,0,
WBGene00043658,Dead | N/A,No,0,
WBGene00043659,Dead | N/A,No,0,
WBGene00043660,Dead | N/A,No,0,
WBGene00043661,Dead | N/A,No,0,
WBGene00043662,Dead | N/A,No,0,
WBGene00043663,Dead | N/A,No,0,
WBGene00043664,Dead | N/A,No,0,
WBGene00043665,Dead | N/A,No,0,
WBGene00043667,Dead | N/A,No,0,
WBGene00043668,Dead | N/A,No,0,
WBGene00043669,Dead | N/A,No,0,
WBGene00043670,Dead | N/A,No,0,
WBGene00043671,Dead | N/A,No,0,
WBGene00043672,Dead | N/A,No,0,
WBGene00043673,Dead | N/A,No,0,
WBGene00043674,Dead | N/A,No,0,
WBGene00043675,Dead | N/A,No,0,
WBGene00043676,Dead | N/A,No,0,
WBGene00043677,Dead | N/A,No,0,
WBGene00043678,Dead | N/A,No,0,
WBGene00043679,Dead | N/A,No,0,
WBGene00043680,Dead | N/A,No,0,
WBGene00043681,Dead | N/A,No,0,
WBGene00043682,Dead | N/A,No,0,
WBGene00043683,Dead | N/A,No,0,
WBGene00043684,Dead | N/A,No,0,
WBGene00043685,Dead | N/A,No,0,
WBGene00043686,Dead | N/A,No,0,
WBGene00043687,Dead | N/A,No,0,
WBGene00043688,Dead | N/A,No,0,
WBGene00043689,Dead | N/A,No,0,
WBGene00043690,Dead | N/A,No,0,
WBGene00043691,Dead | N/A,No,0,
WBGene00043692,Dead | N/A,No,0,
WBGene00043693,Dead | N/A,No,0,
WBGene00043694,Dead | N/A,No,0,
WBGene00043695,Dead | N/A,No,0,
WBGene00043696,Dead | N/A,No,0,
WBGene00043697,Dead | N/A,No,0,
WBGene00043698,Dead | N/A,No,0,
WBGene00043699,Dead | N/A,No,0,
WBGene00043700,Dead | N/A,No,0,
WBGene00043701,Dead | N/A,No,0,
WBGene00043703,Dead | N/A,No,0,
WBGene00043704,Dead | N/A,No,0,
WBGene00043706,Dead | N/A,No,0,
WBGene00043707,Suppressed | Y55F3C.6,No,0,
WBGene00043708,Dead | N/A,No,0,
WBGene00043709,Dead | N/A,No,0,
WBGene00043710,Dead | N/A,No,0,
WBGene00043711,Dead | N/A,No,0,
WBGene00043712,Dead | N/A,No,0,
WBGene00043713,Dead | N/A,No,0,
WBGene00043714,Dead | N/A,No,0,
WBGene00043715,Dead | N/A,No,0,
WBGene00043716,Dead | N/A,No,0,
WBGene00043717,Dead | N/A,No,0,
WBGene00043718,Dead | N/A,No,0,
WBGene00043719,Dead | N/A,No,0,
WBGene00043720,Dead | N/A,No,0,
WBGene00043721,Dead | N/A,No,0,
WBGene00043722,Dead | N/A,No,0,
WBGene00043723,Dead | N/A,No,0,
WBGene00043724,Dead | N/A,No,0,
WBGene00043725,Dead | N/A,No,0,
WBGene00043726,Dead | N/A,No,0,
WBGene00043727,Dead | N/A,No,0,
WBGene00043728,Dead | N/A,No,0,
WBGene00043729,Dead | N/A,No,0,
WBGene00043730,Dead | N/A,No,0,
WBGene00043731,Dead | N/A,No,0,
WBGene00043732,Dead | N/A,No,0,
WBGene00043733,Dead | N/A,No,0,
WBGene00043734,Dead | N/A,No,0,
WBGene00043735,Dead | N/A,No,0,
WBGene00043736,Dead | N/A,No,0,
WBGene00043737,Dead | N/A,No,0,
WBGene00043738,Dead | N/A,No,0,
WBGene00043739,Dead | N/A,No,0,
WBGene00043740,Dead | N/A,No,0,
WBGene00043741,Dead | N/A,No,0,
WBGene00043742,Dead | N/A,No,0,
WBGene00043744,Dead | N/A,No,0,
WBGene00043745,Dead | N/A,No,0,
WBGene00043746,Dead | N/A,No,0,
WBGene00043747,Dead | N/A,No,0,
WBGene00043748,Dead | N/A,No,0,
WBGene00043749,Dead | N/A,No,0,
WBGene00043750,Dead | N/A,No,0,
WBGene00043751,Dead | N/A,No,0,
WBGene00043752,Dead | N/A,No,0,
WBGene00043753,Dead | N/A,No,0,
WBGene00043754,Dead | N/A,No,0,
WBGene00043755,Dead | N/A,No,0,
WBGene00043756,Dead | N/A,No,0,
WBGene00043757,Dead | N/A,No,0,
WBGene00043758,Dead | N/A,No,0,
WBGene00043759,Dead | N/A,No,0,
WBGene00043760,Dead | N/A,No,0,
WBGene00043761,Dead | N/A,No,0,
WBGene00043762,Dead | N/A,No,0,
WBGene00043763,Dead | N/A,No,0,
WBGene00043764,Dead | N/A,No,0,
WBGene00043765,Dead | N/A,No,0,
WBGene00043766,Dead | N/A,No,0,
WBGene00043767,Dead | N/A,No,0,
WBGene00043768,Dead | N/A,No,0,
WBGene00043769,Dead | N/A,No,0,
WBGene00043770,Dead | N/A,No,0,
WBGene00043771,Dead | N/A,No,0,
WBGene00043772,Dead | N/A,No,0,
WBGene00043773,Dead | N/A,No,0,
WBGene00043774,Dead | N/A,No,0,
WBGene00043775,Dead | N/A,No,0,
WBGene00043776,Dead | N/A,No,0,
WBGene00043777,Dead | N/A,No,0,
WBGene00043778,Dead | N/A,No,0,
WBGene00043779,Dead | N/A,No,0,
WBGene00043780,Dead | N/A,No,0,
WBGene00043781,Dead | N/A,No,0,
WBGene00043782,Dead | N/A,No,0,
WBGene00043783,Dead | N/A,No,0,
WBGene00043784,Dead | N/A,No,0,
WBGene00043785,Dead | N/A,No,0,
WBGene00043786,Dead | N/A,No,0,
WBGene00043787,Dead | N/A,No,0,
WBGene00043788,Dead | N/A,No,0,
WBGene00043789,Dead | N/A,No,0,
WBGene00043790,Dead | N/A,No,0,
WBGene00043791,Dead | N/A,No,0,
WBGene00043792,Dead | N/A,No,0,
WBGene00043793,Dead | N/A,No,0,
WBGene00043794,Dead | ,No,0,
WBGene00043795,Dead | N/A,No,0,
WBGene00043796,Dead | N/A,No,0,
WBGene00043797,Dead | N/A,No,0,
WBGene00043798,Dead | N/A,No,0,
WBGene00043799,Dead | N/A,No,0,
WBGene00043800,Dead | N/A,No,0,
WBGene00043801,Dead | N/A,No,0,
WBGene00043802,Dead | N/A,No,0,
WBGene00043803,Dead | N/A,No,0,
WBGene00043804,Dead | N/A,No,0,
WBGene00043805,Dead | N/A,No,0,
WBGene00043806,Dead | N/A,No,0,
WBGene00043807,Dead | N/A,No,0,
WBGene00043808,Dead | N/A,No,0,
WBGene00043809,Dead | N/A,No,0,
WBGene00043810,Dead | N/A,No,0,
WBGene00043811,Dead | N/A,No,0,
WBGene00043812,Dead | N/A,No,0,
WBGene00043813,Dead | N/A,No,0,
WBGene00043814,Dead | N/A,No,0,
WBGene00043815,Dead | N/A,No,0,
WBGene00043816,Dead | N/A,No,0,
WBGene00043817,Dead | N/A,No,0,
WBGene00043818,Dead | N/A,No,0,
WBGene00043819,Dead | N/A,No,0,
WBGene00043820,Dead | N/A,No,0,
WBGene00043821,Dead | N/A,No,0,
WBGene00043822,Dead | N/A,No,0,
WBGene00043823,Dead | N/A,No,0,
WBGene00043824,Dead | N/A,No,0,
WBGene00043825,Dead | N/A,No,0,
WBGene00043826,Dead | N/A,No,0,
WBGene00043827,Dead | N/A,No,0,
WBGene00043828,Dead | N/A,No,0,
WBGene00043829,Dead | N/A,No,0,
WBGene00043830,Dead | N/A,No,0,
WBGene00043831,Dead | N/A,No,0,
WBGene00043832,Dead | N/A,No,0,
WBGene00043833,Dead | N/A,No,0,
WBGene00043834,Dead | N/A,No,0,
WBGene00043835,Dead | N/A,No,0,
WBGene00043836,Dead | N/A,No,0,
WBGene00043837,Dead | N/A,No,0,
WBGene00043838,Dead | N/A,No,0,
WBGene00043839,Dead | N/A,No,0,
WBGene00043840,Dead | N/A,No,0,
WBGene00043841,Dead | N/A,No,0,
WBGene00043842,Dead | N/A,No,0,
WBGene00043843,Dead | N/A,No,0,
WBGene00043844,Dead | N/A,No,0,
WBGene00043845,Dead | N/A,No,0,
WBGene00043846,Dead | N/A,No,0,
WBGene00043847,Dead | N/A,No,0,
WBGene00043848,Dead | N/A,No,0,
WBGene00043849,Dead | N/A,No,0,
WBGene00043850,Dead | N/A,No,0,
WBGene00043851,Dead | N/A,No,0,
WBGene00043852,Dead | N/A,No,0,
WBGene00043853,Dead | N/A,No,0,
WBGene00043854,Dead | N/A,No,0,
WBGene00043855,Dead | N/A,No,0,
WBGene00043856,Dead | N/A,No,0,
WBGene00043857,Dead | N/A,No,0,
WBGene00043858,Dead | N/A,No,0,
WBGene00043859,Dead | N/A,No,0,
WBGene00043860,Dead | N/A,No,0,
WBGene00043861,Dead | N/A,No,0,
WBGene00043862,Dead | N/A,No,0,
WBGene00043863,Dead | N/A,No,0,
WBGene00043864,Dead | N/A,No,0,
WBGene00043865,Dead | N/A,No,0,
WBGene00043866,Dead | N/A,No,0,
WBGene00043867,Dead | N/A,No,0,
WBGene00043868,Dead | N/A,No,0,
WBGene00043869,Dead | N/A,No,0,
WBGene00043870,Dead | N/A,No,0,
WBGene00043871,Dead | N/A,No,0,
WBGene00043872,Dead | N/A,No,0,
WBGene00043873,Dead | N/A,No,0,
WBGene00043874,Dead | N/A,No,0,
WBGene00043875,Dead | N/A,No,0,
WBGene00043876,Dead | N/A,No,0,
WBGene00043877,Dead | N/A,No,0,
WBGene00043878,Dead | N/A,No,0,
WBGene00043879,Dead | N/A,No,0,
WBGene00043880,Dead | N/A,No,0,
WBGene00043881,Dead | N/A,No,0,
WBGene00043882,Dead | N/A,No,0,
WBGene00043883,Dead | N/A,No,0,
WBGene00043884,Dead | N/A,No,0,
WBGene00043885,Dead | N/A,No,0,
WBGene00043886,Dead | N/A,No,0,
WBGene00043887,Dead | N/A,No,0,
WBGene00043888,Dead | N/A,No,0,
WBGene00043889,Dead | N/A,No,0,
WBGene00043890,Dead | N/A,No,0,
WBGene00043891,Dead | N/A,No,0,
WBGene00043892,Dead | N/A,No,0,
WBGene00043893,Dead | N/A,No,0,
WBGene00043894,Dead | N/A,No,0,
WBGene00043895,Dead | N/A,No,0,
WBGene00043896,Dead | N/A,No,0,
WBGene00043897,Dead | N/A,No,0,
WBGene00043898,Dead | N/A,No,0,
WBGene00043899,Dead | N/A,No,0,
WBGene00043900,Dead | N/A,No,0,
WBGene00043901,Dead | N/A,No,0,
WBGene00043902,Dead | N/A,No,0,
WBGene00043903,Dead | N/A,No,0,
WBGene00043904,Dead | N/A,No,0,
WBGene00043905,Dead | N/A,No,0,
WBGene00043906,Dead | N/A,No,0,
WBGene00043907,Dead | N/A,No,0,
WBGene00043908,Dead | N/A,No,0,
WBGene00043909,Dead | N/A,No,0,
WBGene00043910,Dead | N/A,No,0,
WBGene00043911,Dead | N/A,No,0,
WBGene00043912,Dead | N/A,No,0,
WBGene00043913,Dead | N/A,No,0,
WBGene00043914,Dead | N/A,No,0,
WBGene00043915,Dead | N/A,No,0,
WBGene00043916,Dead | N/A,No,0,
WBGene00043917,Dead | N/A,No,0,
WBGene00043918,Dead | N/A,No,0,
WBGene00043919,Dead | N/A,No,0,
WBGene00043920,Dead | N/A,No,0,
WBGene00043921,Dead | N/A,No,0,
WBGene00043922,Dead | N/A,No,0,
WBGene00043923,Dead | N/A,No,0,
WBGene00043924,Dead | N/A,No,0,
WBGene00043925,Dead | N/A,No,0,
WBGene00043926,Dead | N/A,No,0,
WBGene00043927,Dead | N/A,No,0,
WBGene00043928,Dead | N/A,No,0,
WBGene00043929,Dead | N/A,No,0,
WBGene00043930,Dead | N/A,No,0,
WBGene00043931,Dead | N/A,No,0,
WBGene00043932,Dead | N/A,No,0,
WBGene00043933,Dead | N/A,No,0,
WBGene00043934,Dead | N/A,No,0,
WBGene00043935,Dead | N/A,No,0,
WBGene00043936,Dead | N/A,No,0,
WBGene00043937,Dead | N/A,No,0,
WBGene00043938,Dead | N/A,No,0,
WBGene00043939,Dead | N/A,No,0,
WBGene00043940,Dead | N/A,No,0,
WBGene00043941,Dead | N/A,No,0,
WBGene00043942,Dead | N/A,No,0,
WBGene00043943,Dead | N/A,No,0,
WBGene00043944,Dead | N/A,No,0,
WBGene00043945,Dead | N/A,No,0,
WBGene00043946,Dead | N/A,No,0,
WBGene00043947,Dead | N/A,No,0,
WBGene00043949,Dead | N/A,No,0,
WBGene00043950,Dead | N/A,No,0,
WBGene00043951,Dead | N/A,No,0,
WBGene00043953,Dead | N/A,No,0,
WBGene00043954,Dead | N/A,No,0,
WBGene00043955,Dead | N/A,No,0,
WBGene00043956,Dead | N/A,No,0,
WBGene00043957,Dead | N/A,No,0,
WBGene00043958,Dead | N/A,No,0,
WBGene00043959,Dead | N/A,No,0,
WBGene00043960,Dead | N/A,No,0,
WBGene00043961,Dead | N/A,No,0,
WBGene00043962,Dead | N/A,No,0,
WBGene00043963,Dead | N/A,No,0,
WBGene00043964,Dead | N/A,No,0,
WBGene00043965,Dead | N/A,No,0,
WBGene00043966,Dead | N/A,No,0,
WBGene00043967,Dead | N/A,No,0,
WBGene00043968,Dead | N/A,No,0,
WBGene00043969,Dead | N/A,No,0,
WBGene00043970,Dead | N/A,No,0,
WBGene00043971,Dead | N/A,No,0,
WBGene00043972,Dead | N/A,No,0,
WBGene00043973,Dead | N/A,No,0,
WBGene00043974,Dead | N/A,No,0,
WBGene00043975,Dead | N/A,No,0,
WBGene00043976,Dead | N/A,No,0,
WBGene00043977,Dead | N/A,No,0,
WBGene00043978,Dead | N/A,No,0,
WBGene00043979,Dead | N/A,No,0,
WBGene00043999,Dead | N/A,No,0,
WBGene00044010,Dead | N/A,No,0,
WBGene00044017,Dead | N/A,No,0,
WBGene00044023,Dead | N/A,No,0,
WBGene00044033,Dead | ,No,0,
WBGene00044039,Dead | N/A,No,0,
WBGene00044050,Dead | N/A,No,0,
WBGene00044055,Dead | ,No,0,
WBGene00044060,Dead | N/A,No,0,
WBGene00044064,Dead | N/A,No,0,
WBGene00044075,Dead | N/A,No,0,
WBGene00044076,Dead | ,No,0,
WBGene00044098,Dead | N/A,No,0,
WBGene00044108,Dead | N/A,No,0,
WBGene00044110,Dead | ,No,0,
WBGene00044111,Dead | N/A,No,0,
WBGene00044118,Dead | N/A,No,0,
WBGene00044123,Dead | N/A,No,0,
WBGene00044165,Dead | N/A,No,0,
WBGene00044172,Dead | N/A,No,0,
WBGene00044173,Dead | N/A,No,0,
WBGene00044186,Dead | N/A,No,0,
WBGene00044190,Dead | N/A,No,0,
WBGene00044214,Dead | N/A,No,0,
WBGene00044223,Dead | N/A,No,0,
WBGene00044231,Dead | ,No,0,
WBGene00044234,Suppressed | Y111B2A.37,No,0,
WBGene00044248,Dead | N/A,No,0,
WBGene00044252,Dead | N/A,No,0,
WBGene00044254,Dead | N/A,No,0,
WBGene00044255,Dead | N/A,No,0,
WBGene00044269,Dead | N/A,No,0,
WBGene00044320,Dead | N/A,No,0,
WBGene00044327,Dead | N/A,No,0,
WBGene00044328,Dead | N/A,No,0,
WBGene00044334,Suppressed | W06G6.14,No,0,
WBGene00044335,Suppressed | Y51A2D.22,No,0,
WBGene00044336,Suppressed | Y7A5A.12,No,0,
WBGene00044351,Dead | N/A,No,0,
WBGene00044400,Dead | N/A,No,0,
WBGene00044404,Dead | N/A,No,0,
WBGene00044407,Dead | N/A,No,0,
WBGene00044408,Dead | N/A,No,0,
WBGene00044422,Dead | N/A,No,0,
WBGene00044426,Dead | ,No,0,
WBGene00044456,Dead | N/A,No,0,
WBGene00044465,Dead | N/A,No,0,
WBGene00044494,Dead | N/A,No,0,
WBGene00044496,Dead | N/A,No,0,
WBGene00044497,Dead | N/A,No,0,
WBGene00044506,Dead | N/A,No,0,
WBGene00044507,Dead | N/A,No,0,
WBGene00044522,Dead | N/A,No,0,
